tweets,target
"Dude i didn't support any party why some people are defending bjp?? I didn't even take a support of any particular party
 What I had written above is the reality of India. We need to make ed cbi eci independent otherwise this is not going to end well all parties should work accordingly to the constitution of india we need to uplift all sections of society and party should wisely use the public money ( we can see how our pm provide loan to his friend and he started buying national assets we have to stop them otherwise everyone will suffer jai bharat protect integrity of india",1
"Ã‚Â @nishthakaushal3798Ã‚Â says that u don't support any party, while clearly favoring one over the other.",0
"Ã‚Â @nishthakaushal3798Ã‚Â bro once come to Punjab or go to Bengal. In 2013 Ratan Tata was going to establish a factory in Bengal but Mamta Bannerjee opposed it to gain power..... She misled ppl by saying that it was built on agricultural land while even today no one can exactly pin point agricultural land in Bengal. because of the terrain. So we don't know how she got that information. That factory went to Gujarat which was under BJP. BJP had made one clearance window in gujrat i.e. they will buy land and keep it ready so if any one wants to make a factory, it will be quick process. Now BJP also has one clearance window in manifesto for whole India.
 
 
 And then ppl keep on saying BJP only works for Gujarat...... Brother, before BJP's face, they have brought good policies to us, what is BJP's mistake?",1
"Same thing happening with punjab. All factories are going to UP, Gujarat or Maharashtra. All these states are led by bjp.
 Go look at how much UP has transformed.....
 
 In Rajasthan Adani group is building the largest solar pannel system which will be visible from space... This project was given by bjp .... And ppl say that bjp doesn't take care of nature",1
"Ã‚Â @nishthakaushal3798Ã‚Â I went to Mumbai few days back. From locals I got to know that the atal setu was planned by congress in 1980s. After some quick research you can verify it. But they never helped BMC in getting rights for the bridge because of some environment protection department. BJP came into power in 2014 in Maharashtra, Mumbai. They started the project in 2018 and now it is getting complete.... Also keep in mind 2 years of covid.
 
 
 Same is the case with chenab bridge, Kolkata underwater metro, and so on",1
If bjp has done so much work then why are they not asking people to vote on that basis,1
Ã‚Â @nishthakaushal3798Ã‚Â look at their ads..... are you mad? On TV they keep talking about successful policies,1
Ã‚Â @nishthakaushal3798Ã‚Â bro I think u r seriously brain washed and can't see beyond religion.... BJP has improved infra in so many ways and they are advertising it too. Didn't you see how many infra projects are being inaugurated in past few months by Modi?,1
Okay. Right. Then ready to become next Shraddha either or become Neha.,1
"Iam from karnataka i would like to say Short and simple story as an eye witness congress has fulfilled all the 5 guarantees 
  so if India alliance wins then Rahul Gandhi will fulfill all the promises which were mentioned in congress manifesto.
 Jai hind Jai bharat",1
"Â @gunjankumar4842Â : Can you name one King in History who claimed to be a Hindu King? If not, then you would realize Caste is a more significant religion than the British-created Hindu religion.",1
Â @gunjankumar4842Â : The caste-based Census is essential as it is a more significant religion than the British-created Hindu Religion.,1
Yes and bjp is worst that's why i will not choose them â€‹Â @zean69Â,0
Â @nikola6teslaÂ : Sanatan Dharma has brought racism into our culture. Most Sanatan Dharma follows discriminatory Manu Smriti in life practices and needs reform.,1
Â @Sahil45675Â : Pappu Bhakts are better for the nation than Faku Bhakts.,1
â€‹Â @suryanshusingh8863Â yes that's don't vote to any party which gives grain to win the election,1
â€‹Â @yellowflash7696Â better thinking for future of India. nice joke,1
â€‹Â @gajanankhiratkar9514Â just 4time bigger but dept is 10 time higher,1
Â @atharva0919Â ; Delhi has been running a state surplus budget for most years please get your facts right.,1
"Â @0V1v1Â : Delhi spends 21 % of its budget on Health and Education. Is this not development? Deng Xiaoping made China an economic superpower by spending lavishly on education and health.
 Saudi has spent Billions on infrastructure. Has it become a developed nation?
 The 5 Kg of Grains the BJP gives to 81 crore Indians gets flushed down the drain every morning. How will it be recovered?",1
"Â @bensmithy4279Â : If you conduct an IQ test between Papu and 4thi, Papu will win. Modani refused to do an American-style open TV debate against Rahul.",1
"Â @ssrwarrior7978Â : The Hindu Religion did not exist before the British formalized it by clubbing all Abrahamic religions in India under the umbrella of this artificial religion, Hindu, for its administrative ease. In History, no king has called himself a Hindu King. Even Lord Ram was not known as a Hindu King. There is no mention of the Hindu religion in any holy book of Sanatan Dharna, be it the Vedas, Upnishids, Bhagwat Gita, or Ramayana. It is about time we realized that we have, of late, following a foreign formulated Hindu religion.",0
"Â @pratikkadam7016Â : We should first reform ourselves before we try to reform others. 
 Remember, we were the second-largest economy in the world during Aurangzeb's tenure.",1
Â @pardeeptandonÂ how many brain cells you have? 1 or 2 I guess,1
"Choose your favorite actor based on their speaking skills, not your politician.",1
Â @pardeeptandonÂ Modi has great talent - he can replace Amrish Puri in Bollywood as Mogambo. It's a great loss for India that he is in a profession not suitable for him.,1
"So, you want Reservations in Private Companies?
 That will be the death of business and entrepreneurship, and therefore economic growth.",1
Ok vote for Bharat vote for BJP,1
"I'm a young woman, and I've felt the change since BJP came into power. Although their election politics is bad (religion bs), they actually get work done. Unlike Congress that's only seen criticizing BJP, my vote is for BJP. Jai Hind!",0
Â @pardeeptandonÂ why he refused he is working good Manmohan Singh is also good but Rahul Gandhi is not working as cm or minister he tried to become directly pm,1
